"V1" "V2"
20 81.3977340116733
438 76.1383236056056
26.7829614604462 117.161724772933
433.760649087221 116.109842691719
26.7829614604462 42.4780970067729
427.825557809331 42.4780970067729
236.630831643002 304.922676269547
173.888438133874 275.995919036175
289.19878296146 267.580862386466
201.020283975659 305.448617310153
280.720081135903 305.448617310153
236.630831643002 239.180046193701
203.563894523327 238.128164112488
270.545638945233 237.076282031274
135.734279918864 248.646984924623
323.961460446247 243.387574518556
178.551724137931 109.798550204438
297.25354969574 98.2278473110896
92.4929006085193 240.231928274915
357.028397565923 234.972517868847
237.826546003017 84.3788819875776
236.880844645551 160.968944099379
237.478701825558 122.421135179001
98.8519269776876 121.369253097787
59.8498985801217 145.562540965698
61.5456389452333 86.6571444177408
93.7647058823529 187.637824214239
361.69168356998 114.006078529292
393.910750507099 149.770069290552
398.150101419878 92.968436905022
359.995943204868 175.015239239677
238.457013574661 46.083850931677
238.772247360483 0
186.182555780933 42.4780970067729
285.383367139959 41.4262149255595
236.630831643002 200.260409188801
178.127789046653 211.83111208215
287.503042596349 208.675465838509
177.279918864097 169.755828833609
289.19878296146 164.496418427541
235.782961460446 418
79.3509127789047 366.457778020537
382.888438133874 362.250249695683
201.020283975659 380.132245076313
201.444219066937 342.264490152626
159.050709939148 342.264490152626
276.480730223124 380.132245076313
280.296146044625 341.212608071413
321.841784989858 342.264490152626
