"V1" "V2"
297 21
220 0
149 22
100 19
296 90
257 125
193 125
150 87
579 281
519 314
457 280
408 281
579 215
540 182
490 182
457 214
313 133
255 171
191 171
150 146
116 119
594 162
540 129
492 127
456 150
417 162
329 172
253 210
190 207
138 178
93 146
252 250
186 246
125 208
71 170
344 209
250 290
182 281
112 242
49 203
610 117
542 93
488 90
441 114
395 130
543 52
489 51
424 74
378 92
626 74
544 3
488 12
410 34
359 60
